식당(ID),식당명,지역명,주차가능여부,와이파이제공여부,놀이방유무,반려동물입장가능여부,다국어메뉴판제공여부,화장실정보내용,휴무일정보내용,영업시간내용,택배판매유무,배리어프리유무,배달서비스유무,예약방식명,온라인예약정보내용,홈페이지(URL),인근랜드마크명,인근랜드마크위도,인근랜드마크경도,인근랜드마크와거리,키오스크유무,모바일페이먼트유무,스마트오더유무,입식좌석수,좌식좌석수,대표메뉴명
1193,비원반점,부산광역시 수영구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
1241,해운대암소갈비집,부산광역시 해운대구,N,N,N,N,Y,N,,,N,N,N,,,,,,,,N,N,N,,,"양념갈비,생갈비,불고기"
1347,남포횟집,부산광역시 서구,N,N,N,N,Y,N,,매일 11:00~22:00,N,N,N,,,,송도해상케이블카,35.0768815,129.022874,610.249666,N,N,N,,,
1475,멤버생맥주,부산광역시 서구,N,N,N,N,N,N,,,N,N,N,,,,부산공동어시장,35.0884428,129.0251,509.408155,N,N,N,,,
1615,대동반점,부산광역시 서구,N,N,N,N,Y,N,,,N,N,N,,,,부산공동어시장,35.0884428,129.0251,664.41797,N,N,N,,,
1630,다대횟집,부산광역시 사하구,N,N,N,N,Y,N,,,N,N,N,,,,다대포 해수욕장,35.0463817,128.968006,86.596294,N,N,N,,,
1631,포항횟집,부산광역시 사하구,N,N,N,N,Y,N,,,N,N,N,,,,다대포 해수욕장,35.0463817,128.968006,73.546175,N,N,N,,,
1632,오드이븐(다대포점),부산광역시 사하구,Y,Y,N,N,Y,Y,,매일 11:00~23:00,N,N,N,,,"https://www.instagram.com/oddeven_wave,https://m.blog.naver.com/oddeven111",다대포 해수욕장,35.0463817,128.968006,89.53419,N,N,N,,,
1636,영빈각,부산광역시 수영구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
1763,우정반점,부산광역시 서구,N,N,N,N,Y,N,연중무휴,매일 09:00~21:00,N,N,Y,전화예약,,http://www.odr.kr/m5k9ir,부산공동어시장,35.0884428,129.0251,236.699834,N,N,N,,,
1948,한끼,부산광역시 서구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
1949,유엔369식당,부산광역시 서구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
1963,신흥관,부산광역시 해운대구,N,N,N,N,Y,N,월요일,매일 11:30~21:00,N,N,N,,,,해운대해수욕장,35.1590427,129.160115,479.79406,N,N,N,,,
1964,문화관,부산광역시 해운대구,N,N,N,N,N,N,연중무휴,매일 00:00~24:00,N,N,Y,"전화예약,온라인예약",네이버,http://www.051-746-0105.kti114.net/,해운대해수욕장,35.1590427,129.160115,215.772891,N,N,N,68,,
2237,거북집,부산광역시 서구,Y,N,N,N,Y,N,,매일 06:00~22:00,N,N,N,전화예약,,,송도해상케이블카,35.0768815,129.022874,233.768319,N,N,N,,,
2544,신풍식당,부산광역시 서구,N,N,N,N,Y,N,일요일,매일 07:00~17:00,N,N,N,,,,부산공동어시장,35.0884428,129.0251,266.918356,N,N,N,,,
2545,천마식당,부산광역시 서구,N,N,N,N,N,N,,평일 11:30~14:00,N,N,N,,,,부산공동어시장,35.0884428,129.0251,457.017806,N,N,N,,,
2546,구내식당,부산광역시 서구,N,N,N,N,Y,N,일요일,매일 06:00~18:00,N,N,N,,,,부산공동어시장,35.0884428,129.0251,147.726203,N,N,N,,,
2561,평안도족발,부산광역시 해운대구,N,N,N,N,Y,N,,매일 12:00~24:00,N,N,N,,,,해운대해수욕장,35.1590427,129.160115,640.167724,N,N,N,,,
2562,부창루,부산광역시 해운대구,N,N,N,N,Y,N,,,N,N,N,,,,,,,,N,N,N,,,
2568,삼거리돼지국밥,부산광역시 수영구,N,N,N,N,Y,N,,매일 10:00~21:00,N,N,N,,,,,,,,N,N,N,,,
2966,도담추어탕,부산광역시 수영구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
2969,남천할매떡볶이(남천동본점),부산광역시 수영구,N,N,N,N,Y,N,연중무휴,매일 00:00~24:00,N,N,N,,,,,,,,N,N,N,,,
3284,사골청도돼지국밥,부산광역시 서구,N,N,N,N,N,N,,,N,N,N,,,,부산공동어시장,35.0884428,129.0251,464.454779,N,N,N,,,
3358,삼다복국,부산광역시 해운대구,N,N,N,N,Y,N,,,N,N,Y,,,http://www.ctjournal.kr/home/samda/,해운대해수욕장,35.1590427,129.160115,159.301737,N,N,N,38,,
3362,해송갈비,부산광역시 해운대구,Y,N,N,N,Y,Y,,매일 00:00~24:00,N,N,N,전화예약,,https://haesonggalbisg.modoo.at/,해운대해수욕장,35.1590427,129.160115,418.095069,N,N,N,,,
3363,갯마을,부산광역시 해운대구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
3366,고성횟집,부산광역시 사하구,N,N,N,N,Y,N,,,N,N,N,,,,다대포 해수욕장,35.0463817,128.968006,98.338138,N,N,N,,,
3781,하루참치,부산광역시 해운대구,N,Y,N,N,Y,N,,,N,N,N,전화예약,,,해운대해수욕장,35.1590427,129.160115,504.906333,N,N,N,,,
3784,김해횟집,부산광역시 사하구,N,N,N,N,N,N,,,N,N,N,,,,다대포 해수욕장,35.0463817,128.968006,109.596382,N,N,N,,,
3789,초원쌈밥,부산광역시 수영구,Y,N,N,N,Y,N,,매일 07:00~20:00,N,N,N,,,,민락수변공원,35.1582645,129.131484,472.047694,N,N,N,,,
3791,용궁반점,부산광역시 수영구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
4776,버드나무횟집,부산광역시 사하구,N,N,N,N,Y,N,,매일 10:00~22:00,N,N,N,,,,다대포 해수욕장,35.0463817,128.968006,129.045591,N,N,N,,,
4783,소담 수영갈비탕,부산광역시 수영구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
4792,해연반점,부산광역시 기장군,N,N,N,N,N,N,,매일 11:30~20:00,N,N,N,,,,지오클럽,35.2579177,129.235125,666.39628,N,N,N,,,
5291,송하돼지국밥,부산광역시 수영구,N,N,N,N,N,N,,매일 11:00~22:00,N,N,N,,,,,,,,N,N,N,,,
5292,만우장,부산광역시 수영구,N,N,N,N,Y,N,,,N,N,N,,,,광안리 해수욕장,35.1537687,129.118499,624.879732,N,N,N,,,
5855,중앙식당,부산광역시 서구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
5907,경주박가국밥,부산광역시 수영구,N,N,N,N,Y,N,,매일 00:00~24:00,N,N,N,,,,수영사적공원,35.170842,129.114398,485.484588,N,N,N,,,
5908,범바우식당,부산광역시 수영구,Y,Y,N,N,Y,N,월요일,"평일 17:00~24:00, 주말 11:00~24:00",N,N,N,전화예약,,http://instagram.com/bumbau_u,민락수변공원,35.1582645,129.131484,563.395844,N,Y,Y,,,
6662,나드리,부산광역시 서구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
6665,남해집,부산광역시 서구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
6754,형제전통 돼지국밥,부산광역시 해운대구,N,N,N,N,Y,N,,매일 06:00~20:00,N,N,N,,,,해운대해수욕장,35.1590427,129.160115,219.782986,N,N,N,,,
6755,신화루,부산광역시 해운대구,N,N,N,N,Y,Y,화요일,매일 11:00~20:30,N,N,Y,전화예약,,,해운대해수욕장,35.1590427,129.160115,577.602505,N,N,N,,,
6756,비학산칼국수(해운대본점),부산광역시 해운대구,N,N,N,N,Y,N,,매일 07:00~22:00,N,N,N,,,,해운대해수욕장,35.1590427,129.160115,652.255295,N,N,N,,,
6758,덕화반점,부산광역시 해운대구,N,N,N,N,Y,N,,매일 11:30~20:30,N,N,Y,,,,,,,,N,N,N,,,
6805,산해루,부산광역시 수영구,N,N,N,N,N,N,,매일 11:00~20:00,N,N,N,,,,광안리 해수욕장,35.1537687,129.118499,612.686136,N,N,N,,,
8071,산수식당,부산광역시 서구,N,N,N,N,Y,N,,매일 06:00~15:00,N,N,N,,,,부산공동어시장,35.0884428,129.0251,328.685192,N,N,N,,,
8074,부평식당,부산광역시 서구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
8075,봉이식당,부산광역시 서구,N,N,N,N,Y,N,일요일,매일 04:30~15:00,N,N,N,,,,부산공동어시장,35.0884428,129.0251,316.010565,N,N,N,,,
8144,소문난 쌈집,부산광역시 해운대구,N,N,N,N,Y,N,일요일,"평일 09:00~23:00, 주말 09:00~23:00",N,N,N,,,,해운대해수욕장,35.1590427,129.160115,538.07323,N,N,N,,,
9899,해운대 집밥,부산광역시 해운대구,N,N,N,N,N,N,,,N,N,N,,,,해운대해수욕장,35.1590427,129.160115,545.029917,N,N,N,,,
9928,장흥맛집,부산광역시 수영구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
9932,진미반점,부산광역시 수영구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
11458,서울깍두기,부산광역시 서구,N,N,N,N,Y,N,일요일,매일 06:00~20:30,N,N,N,,,,부산공동어시장,35.0884428,129.0251,224.054101,N,N,N,,,
11532,용범이네인계동껍데기(중동점),부산광역시 해운대구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
11534,프라이데이 비어하우스,부산광역시 해운대구,N,N,N,N,Y,N,,매일 18:00~02:00,N,N,N,,,,해운대해수욕장,35.1590427,129.160115,439.599584,N,N,N,,,
11535,칭춘,부산광역시 해운대구,N,N,N,N,Y,N,,,N,N,N,,,,,,,,N,N,N,,,
11566,어반,부산광역시 수영구,N,N,N,N,Y,N,,매일 17:00~01:00,N,N,N,,,,,,,,N,N,N,,,
11574,30년전통손짜장,부산광역시 수영구,N,N,N,N,N,N,화요일,매일 09:00~20:00,N,N,N,전화예약,,,민락수변공원,35.1582645,129.131484,546.694885,N,N,N,,,
13303,부산 고등어빵,부산광역시 서구,N,Y,N,N,Y,N,,,N,N,N,전화예약,,"http://blog.naver.com/olievlady,https://www.instagram.com/mackerel_bakery",송도해상케이블카,35.0768815,129.022874,291.075912,N,N,N,,,
13396,한식당 봉황정,부산광역시 해운대구,N,N,N,N,N,N,,,N,N,N,,,,해운대해수욕장,35.1590427,129.160115,219.164756,N,N,N,,,
13409,50년전통가마솥추어탕,부산광역시 사하구,N,N,N,N,Y,N,,,N,N,N,,,,다대포 해수욕장,35.0463817,128.968006,200.707403,N,N,N,,,
13441,대어일식,부산광역시 수영구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
13442,조아아나고,부산광역시 수영구,N,N,N,N,Y,N,,,N,N,N,,,,,,,,N,N,N,,,
13443,민락반점,부산광역시 수영구,N,N,N,N,Y,Y,,매일 09:30~21:30,N,N,N,,,,민락수변공원,35.1582645,129.131484,576.63172,N,N,N,,,
13447,삼정원,부산광역시 수영구,N,N,N,N,Y,N,,,N,N,N,,,,광안리 해수욕장,35.1537687,129.118499,697.709048,N,N,N,,,
15580,삼보식당,부산광역시 서구,N,N,N,N,Y,N,일요일,매일 08:00~16:00,N,N,N,,,,부산공동어시장,35.0884428,129.0251,522.038051,N,N,N,,,
15581,만리향,부산광역시 서구,N,N,N,N,Y,N,화요일,매일 11:00~20:30,N,N,N,전화예약,,http://www.odr.kr/m8l3zo,부산공동어시장,35.0884428,129.0251,437.738709,N,N,N,,,
15663,승승삼겹왕대패(송정점),부산광역시 해운대구,N,N,N,N,Y,N,,매일 11:00~04:00,N,N,N,,,,"송정해수욕장, 죽도공원",35.1794305,129.199575,474.726277,N,N,N,,,
15665,해운대 대 동일,부산광역시 해운대구,N,N,N,N,Y,N,,,N,N,N,,,,해운대해수욕장,35.1590427,129.160115,464.775741,N,N,N,,,"갈치구이,갈치찌개,통갈치찌개,낚시갈치 집밥 된장정식"
15666,새아침식당,부산광역시 해운대구,N,N,N,N,Y,N,,매일 07:30~21:00,N,N,N,,,,,,,,N,N,N,,,
15668,기장식당,부산광역시 해운대구,N,N,N,N,Y,N,,매일 08:00~22:00,N,N,N,,,,해운대해수욕장,35.1590427,129.160115,561.796139,N,N,N,,,
15718,박대감,부산광역시 수영구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
15720,삼천각,부산광역시 수영구,Y,N,N,N,N,N,,매일 11:00~21:00,N,N,N,전화예약,,http://cityfood.co.kr/h9/6255558,,,,,N,N,N,,,
15727,중국성,부산광역시 수영구,N,N,N,N,N,N,,,N,N,N,,,,광안리 해수욕장,35.1537687,129.118499,597.381697,N,N,N,,,
15730,남천영남해장국(남천본점),부산광역시 수영구,N,N,N,N,N,N,,매일 00:00~24:00,N,N,N,,,,,,,,N,N,N,,,
17829,주원식당,부산광역시 서구,N,N,N,N,Y,N,일요일,매일 08:00~20:00,N,N,N,전화예약,,,부산공동어시장,35.0884428,129.0251,302.422156,N,N,N,,,
17929,부성,부산광역시 해운대구,N,N,N,N,Y,N,,,N,N,N,,,,해운대해수욕장,35.1590427,129.160115,666.81933,N,N,N,,,"갈비탕,소갈비찜,곰탕,도가니탕"
17931,일광반점,부산광역시 해운대구,N,N,N,N,Y,N,,매일 11:00~20:30,N,N,N,,,,,,,,N,N,N,,,
17950,마카오,부산광역시 사하구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
17990,마라도 일식당,부산광역시 수영구,N,N,N,N,Y,N,일요일,매일 18:00~22:00,N,N,N,전화예약,,,민락수변공원,35.1582645,129.131484,448.365285,N,N,N,,,
17991,영해루,부산광역시 수영구,N,N,N,N,N,N,,매일 11:30~20:30,N,N,N,,,,,,,,N,N,N,,,
20159,청하루,부산광역시 서구,Y,N,N,N,Y,N,연중무휴,매일 11:00~21:00,N,N,N,전화예약,,,부산공동어시장,35.0884428,129.0251,678.02917,N,N,N,,,
20160,전주식당,부산광역시 서구,N,N,N,N,Y,N,일요일,매일 07:00~15:00,N,N,N,,,,부산공동어시장,35.0884428,129.0251,266.918356,N,N,N,,,
20290,남풍,부산광역시 해운대구,Y,N,N,N,Y,N,,,N,N,N,전화예약,,https://www.busanparadisehotel.co.kr/dining/restaurants.do?seq=5,해운대해수욕장,35.1590427,129.160115,359.827515,N,N,N,,,
20291,너와집,부산광역시 해운대구,N,N,N,N,Y,N,,,N,N,N,,,,해운대해수욕장,35.1590427,129.160115,474.854235,N,N,N,,,
20293,백번집,부산광역시 해운대구,N,N,N,N,Y,N,일요일,매일 08:00~21:00,N,N,N,,,,해운대해수욕장,35.1590427,129.160115,585.057216,N,N,N,,,
20299,그집한우,부산광역시 해운대구,Y,Y,N,N,Y,Y,,매일 10:30~10:00,N,N,N,전화예약,,,해운대해수욕장,35.1590427,129.160115,520.082218,N,N,N,,,
20301,파라다이스호텔사우나수영장식당,부산광역시 해운대구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
20302,미포철길-take out,부산광역시 해운대구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
20319,춘해관,부산광역시 사하구,N,N,N,N,N,N,,매일 11:00~20:30,N,N,N,,,,,,,,N,N,N,,,
20375,남천낙지,부산광역시 수영구,N,N,N,N,N,N,일요일,,N,N,N,,,,,,,,N,N,N,,,
20379,정양곱창,부산광역시 수영구,N,N,N,N,Y,N,,매일 11:00~22:30,N,N,N,,,,,,,,N,N,N,,,
20380,예반,부산광역시 수영구,N,N,N,N,N,N,,매일 11:00~23:00,N,N,N,,,,,,,,N,N,N,,,
22799,삼미식당,부산광역시 서구,N,N,N,N,Y,N,일요일,매일 05:00~19:00,N,N,N,,,,부산공동어시장,35.0884428,129.0251,291.384996,N,N,N,,,
22924,할매집원조복국,부산광역시 해운대구,N,N,N,N,N,N,,매일 00:00~24:00,N,N,N,,,,,,,,N,N,N,,,
23009,상아관,부산광역시 수영구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
23010,화목궁반점,부산광역시 수영구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
25872,민속아구찜(수영점),부산광역시 수영구,N,N,N,N,Y,N,,,N,N,N,,,,,,,,N,N,N,,,
25878,홍콩반점(광안리카페거리점),부산광역시 수영구,N,N,N,N,Y,N,,매일 11:00~22:00,N,N,Y,,,,광안리 해수욕장,35.1537687,129.118499,284.860708,N,N,N,,,
29651,아리산,부산광역시 수영구,N,N,N,N,N,N,,,N,N,Y,,,,,,,,N,N,N,,,
29654,신만리장성,부산광역시 수영구,N,N,N,N,Y,N,,매일 11:00~21:00,N,N,N,,,,광안리 해수욕장,35.1537687,129.118499,575.927344,N,N,N,,,
34557,해룡각,부산광역시 사하구,N,N,N,N,N,N,,,N,N,Y,,,,낙동강하구아미산전망대,35.0469589,128.967788,571.706615,N,N,N,,,
34562,만리장성,부산광역시 사하구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
34685,알파반점,부산광역시 수영구,N,N,N,N,N,N,,,N,N,Y,,,,영화의 전당,35.1711677,129.127191,580.016277,N,N,N,,,
34688,청룡각,부산광역시 수영구,N,N,N,N,N,N,화요일,매일 10:00~20:30,N,N,Y,,,,광안리 해수욕장,35.1537687,129.118499,608.460603,N,N,N,,,
34703,도쿠도쿠(수영점),부산광역시 수영구,N,N,N,N,N,N,연중무휴,매일 17:00~03:00,N,N,N,,,,수영사적공원,35.170842,129.114398,557.994767,N,N,N,,,
34704,으뜸가,부산광역시 수영구,N,Y,N,N,N,Y,,"평일 18:00~04:00, 토요일 18:00~04:00",N,N,N,전화예약,,http://www.instagram.com/ventura_jfe,,,,,N,N,N,,,
34714,황궁쟁반짜장(광안점),부산광역시 수영구,N,N,N,N,Y,Y,,매일 11:00~20:30,N,N,Y,전화예약,,https://foodbest0517529777.modoo.at,,,,,N,N,N,,,
46733,와 해물짬뽕,부산광역시 사하구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
46752,자유각,부산광역시 사하구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
46914,북만주,부산광역시 수영구,N,N,N,N,N,N,화요일,매일 10:00~21:00,N,N,N,전화예약,,,,,,,N,N,N,,,
46919,동방명주,부산광역시 수영구,N,N,N,N,N,N,,매일 10:00~22:00,N,N,N,,,,광안리 해수욕장,35.1537687,129.118499,693.415945,N,Y,Y,,,
54784,일월육일,부산광역시 수영구,N,Y,N,N,N,Y,월요일,,N,N,N,전화예약,,http://instagram.com/glory.park_,광안리 해수욕장,35.1537687,129.118499,139.945186,N,N,N,,,
54793,남경,부산광역시 수영구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
64029,북경반점,부산광역시 서구,N,N,N,N,Y,N,화요일,매일 11:30~20:30,N,N,N,,,http://www.odr.kr/mkho21,송도해상케이블카,35.0768815,129.022874,364.080568,N,N,N,,,
64343,캔디아파트101호,부산광역시 해운대구,N,Y,N,N,N,Y,,매일 18:00~02:00,N,N,N,,,,,,,,N,N,N,,,
64603,옥성관,부산광역시 수영구,N,N,N,N,Y,N,화요일,매일 11:00~21:00,N,N,N,전화예약,,http://cityfood.co.kr/file2/h_0080/39702/,수영사적공원,35.170842,129.114398,611.255244,N,N,N,,,
75570,산동대반점중화요리,부산광역시 해운대구,N,N,N,N,N,N,,"매일 11:00~21:00, 일요일 11:00~16:00",N,N,N,,,,,,,,N,N,N,,,
75577,아미산,부산광역시 해운대구,Y,Y,N,N,Y,Y,,"매일 12:00~15:00, 매일 18:00~21:30",N,N,N,전화예약,,http://amisan.ezm.or.kr/,동백섬,35.1526697,129.150921,690.260167,N,N,N,,,
75582,원조짜장 대웅각,부산광역시 해운대구,N,N,N,N,Y,N,,,N,N,N,,,,,,,,N,N,N,,,
75584,금화루,부산광역시 해운대구,N,N,N,N,N,N,,매일 09:00~21:00,N,N,Y,온라인예약,네이버,,,,,,N,N,N,,,
75595,양자강,부산광역시 해운대구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
75635,삼환반점,부산광역시 사하구,N,N,N,N,Y,N,,,N,N,N,,,,,,,,N,N,N,,,
75833,배배,부산광역시 수영구,Y,Y,N,N,Y,Y,,,N,N,N,전화예약,,,광안리 해수욕장,35.1537687,129.118499,409.275469,N,N,N,,,
75835,명성관,부산광역시 수영구,N,N,N,N,Y,N,,,N,N,N,,,,,,,,N,N,N,,,
87064,진성,부산광역시 해운대구,N,N,N,N,N,N,,,N,N,N,,,http://jinseong1.cityfood.co.kr,,,,,N,N,N,,,
87119,장산각,부산광역시 해운대구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
87196,황성각,부산광역시 사하구,N,N,N,N,N,N,,매일 11:00~20:00,N,N,N,,,,,,,,N,N,N,,,
87416,짜짜루,부산광역시 수영구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
87418,중국관,부산광역시 수영구,N,N,N,N,Y,N,,,N,N,N,,,,,,,,N,N,N,,,
98929,남궁,부산광역시 서구,Y,N,N,N,Y,N,연중무휴,매일 11:00~21:00,N,N,N,전화예약,,,송도오션파크,35.0727332,129.01749,273.739685,N,N,N,,,
99315,명민푸드,부산광역시 해운대구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
99327,대우쟁반짜장,부산광역시 해운대구,N,N,N,N,N,N,,매일 10:00~20:30,N,N,Y,,,,,,,,N,N,N,,,
99422,청송원,부산광역시 사하구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
111888,송도공원,부산광역시 서구,Y,Y,N,N,Y,N,연중무휴,매일 11:30~21:00,N,N,N,전화예약,,"http://songdopark.co.kr/,http://www.instagram.com/songdopark",송도오션파크,35.0727332,129.01749,255.504603,N,N,N,,,
112376,진미각,부산광역시 해운대구,N,N,N,N,N,N,,매일 11:00~20:00,N,N,N,,,,,,,,N,N,N,,,
112417,몰운대솔잎한우,부산광역시 사하구,N,N,N,N,N,N,,,N,N,N,,,,다대포 해수욕장,35.0463817,128.968006,421.622716,N,N,N,,,
112697,동화대반점,부산광역시 수영구,Y,N,N,N,N,N,,,N,N,N,전화예약,,http://donghwabj.qrsvc.com/,,,,,N,N,N,,,
127168,임가네 닭곰탕,부산광역시 해운대구,N,N,N,N,N,N,,,N,N,Y,,,,,,,,N,N,N,,,
127175,스시림,부산광역시 해운대구,Y,N,N,N,N,Y,,,N,N,N,전화예약,,https://sushirimsg.modoo.at/,,,,,N,N,N,,,
127256,자장면시키신분(다대1호점),부산광역시 사하구,N,N,N,N,Y,N,화요일,"평일 11:00~20:30, 주말 11:00~20:00",N,N,N,,,,다대포 해수욕장,35.0463817,128.968006,421.622716,N,N,N,,,
127529,부엉이,부산광역시 수영구,N,Y,N,N,N,Y,화요일,"매일 18:00~02:00, 토요일 18:00~02:00, 금요일 18:00~02:00",N,N,N,,,http://www.instagram.com/bueongi_gwanganri,광안리 해수욕장,35.1537687,129.118499,571.71859,N,N,N,,,
127538,노는바다,부산광역시 수영구,N,N,N,N,N,N,일요일,,N,N,N,,,http://instagram.com/bada_since2013,,,,,N,N,N,,,
144792,스시로운,부산광역시 서구,N,Y,N,N,N,Y,수요일,,N,N,Y,전화예약,,http://instagram.com/sushi.ro.woon,송도해상케이블카,35.0768815,129.022874,590.829529,N,N,N,,,
144793,이화원,부산광역시 서구,N,N,N,N,N,N,,매일 09:00~21:00,N,N,N,,,,송도오션파크,35.0727332,129.01749,193.251961,N,N,N,,,
144810,중화루,부산광역시 서구,N,N,N,N,Y,N,,매일 11:00~20:30,N,N,N,,,http://www.odr.kr/m28d8w,송도해수욕장,35.075812,129.016799,533.763965,N,N,N,,,
145387,첫회,부산광역시 해운대구,N,N,N,N,N,N,화요일,매일 16:00~02:00,N,N,N,,,,,,,,N,N,N,,,
145841,신센(본점),부산광역시 수영구,N,N,N,N,N,N,,매일 11:30~22:00,N,N,N,,,,,,,,N,N,N,,,
145853,하나,부산광역시 수영구,N,N,N,N,Y,N,,매일 11:30~21:30,N,N,N,,,http://hanadon.co.kr,,,,,N,N,N,,,
168663,덴포라,부산광역시 해운대구,Y,N,N,N,N,Y,,,N,N,N,전화예약,,"http://blog.naver.com/lotto678,http://tempora.modoo.at/",,,,,N,N,N,,,
189874,아티스타,부산광역시 해운대구,N,N,N,N,N,N,,매일 18:00~01:30,N,N,N,,,,,,,,N,N,N,,,
189900,석로,부산광역시 해운대구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
189903,통뼈감자탕 해운대신도시(1호점),부산광역시 해운대구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
189905,퀸,부산광역시 해운대구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
189939,을지로 골뱅이,부산광역시 해운대구,N,N,N,N,N,N,,매일 17:00~01:00,N,N,N,,,,,,,,N,N,N,,,
189978,다온,부산광역시 해운대구,Y,Y,N,N,Y,Y,,"매일 11:30~15:00, 매일 17:30~22:00",N,N,N,,,,동백섬,35.1526697,129.150921,690.260167,N,N,N,,,
210336,문스시,부산광역시 해운대구,N,N,N,N,N,Y,,"매일 11:30~14:00, 매일 11:30~22:00",N,N,N,전화예약,,http://m.moonsushi.co.kr/,,,,,N,N,N,,,
210399,화오뎅,부산광역시 해운대구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
229930,잇토꾸,부산광역시 해운대구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
249370,갈미장(해운대점),부산광역시 해운대구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
249393,봉덕이네,부산광역시 해운대구,N,N,N,N,Y,N,,,N,N,N,,,,,,,,N,N,N,,,
249405,대부,부산광역시 해운대구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
249500,다미 이자까야,부산광역시 사하구,N,N,N,N,Y,Y,,매일 17:00~02:00,N,N,N,전화예약,,,,,,,N,N,N,,,
269942,미스터스시(본점),부산광역시 해운대구,Y,Y,N,N,N,N,,"매일 11:30~21:30, 매일 15:00~17:00",N,N,N,전화예약,,,,,,,N,N,N,,,
269993,북청물장수,부산광역시 해운대구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
270382,스브로,부산광역시 수영구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
270386,동남,부산광역시 수영구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
270389,동해세꼬시,부산광역시 수영구,N,N,N,N,N,N,,매일 17:00~02:00,N,N,N,전화예약,,http://blog.naver.com/clue0505/220447678476,,,,,N,N,N,,,
291402,삼사오,부산광역시 해운대구,N,N,N,N,N,N,,,N,N,Y,,,,동백섬,35.1526697,129.150921,625.41414,N,N,N,,,
291456,고고식당,부산광역시 해운대구,N,Y,N,N,Y,Y,,매일 17:00~05:00,N,N,N,전화예약,,,,,,,N,N,N,,,
291583,설빈,부산광역시 사하구,N,N,N,N,N,N,,,N,N,Y,,,,,,,,N,N,N,,,
291868,송포,부산광역시 수영구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
291890,용이초밥(광안리점),부산광역시 수영구,Y,Y,N,N,Y,Y,,매일 11:00~23:00,N,N,Y,온라인예약,네이버,https://www.instagram.com/yong2_ga,광안리 해수욕장,35.1537687,129.118499,367.99962,N,N,N,,,
291915,바오밥(부산광안리점),부산광역시 수영구,N,N,N,N,Y,N,,매일 15:00~02:00,N,N,N,,,http://www.baobabfam.com,,,,,N,N,N,,,
291918,흥해참치,부산광역시 수영구,Y,N,N,N,N,Y,일요일,매일 17:00~00:00,N,N,N,,,https://blog.naver.com/baik930317,수영사적공원,35.170842,129.114398,598.851531,N,N,N,,,
314165,이찌마오해운대물회,부산광역시 해운대구,Y,N,N,N,Y,Y,일요일,매일 11:00~23:00,N,N,Y,전화예약,,,,,,,N,N,N,,,
