식당(ID),식당명,지역명,입식좌석수,좌식좌석수,주차가능여부,와이파이제공여부,놀이방유무,반려동물입장가능여부,다국어메뉴판제공여부,화장실정보내용,휴무일정보내용,영업시간내용,택배판매유무,배리어프리유무,배달서비스유무,예약방식명,온라인예약정보내용,홈페이지(URL),인근랜드마크명,인근랜드마크위도,인근랜드마크경도,인근랜드마크와거리,키오스크유무,모바일페이먼트유무,스마트오더유무,대표메뉴명,식당상태
1529,서해 아구찜,전라남도 목포시,0,0,N,N,N,N,Y,N,화요일,매일 07:00~10:00,N,N,N,전화예약,,,노적봉,34.78693,126.3846,88.841682,N,N,N,,운영중
1531,영해복집,전라남도 목포시,36,40,N,N,N,N,Y,N,,평일 08:00~20:00,N,N,N,N,,,노적봉,34.78693,126.3846,191.365253,N,N,N,,운영중
1697,우리수산,전라남도 목포시,0,0,Y,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,"참돔, 농어, 광어",운영중
1739,주일회포차,전라남도 목포시,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,미확인
2083,가락지죽집,전라남도 목포시,0,0,N,N,N,N,Y,N,,매일 10:00~20:30,N,N,N,N,,,노적봉,34.78693,126.3846,473.911974,N,N,N,,운영중
2383,동건이네식육식당,전라남도 목포시,0,0,N,N,N,N,Y,N,,매일 17:00~24:00,N,N,Y,N,,,노을공원,34.80896,126.3658,952.89007,N,N,N,,운영중
2496,노랑통닭 용해점,전라남도 목포시,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,운영중
2735,한양촌닭,전라남도 목포시,0,32,N,N,N,N,Y,N,,,N,N,N,N,,,갓바위 문화타운,34.79368,126.421,23.067214,N,N,N,,운영중
3081,보리마당,전라남도 목포시,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,미확인
3116,만호유달횟집,전라남도 목포시,0,96,Y,N,N,N,Y,N,연중무휴,매일 10:30~21:00,N,N,N,전화예약,,http://www.mhyudal.com/,노적봉,34.78693,126.3846,84.162598,N,N,N,,운영중
3119,조광식당,전라남도 목포시,0,0,N,N,N,N,Y,N,일요일,,N,N,N,전화예약,,,노적봉,34.78693,126.3846,49.160877,N,N,N,,운영중
3502,성식당,전라남도 목포시,0,0,N,N,N,N,Y,N,목요일,"매일 11:00~20:00, Time 15:30~17:00",N,N,Y,N,,,노적봉,34.78693,126.3846,189.45968,N,N,N,,운영중
4180,샘식당,전라남도 목포시,0,32,N,N,N,N,Y,N,,,N,N,Y,N,,http://ok114.co.kr/0612433647,멜라콩다리 비석,34.7939,126.3879,286.901306,N,N,N,,운영중
4183,서울숯불갈비,전라남도 목포시,9,0,N,N,N,N,Y,N,,,N,N,N,N,,,노적봉,34.78693,126.3846,135.448505,N,N,N,,운영중
4184,옥암식당,전라남도 목포시,0,0,N,N,N,N,Y,N,,,N,N,N,N,,,,,,,N,N,N,,운영중
5528,명화반점,전라남도 목포시,26,16,N,N,N,N,Y,N,,,N,N,N,N,,,목포 관광특구,34.81188,126.3923,942.532096,N,N,N,,운영중
5529,춘광식당 ,전라남도 목포시,0,32,N,N,N,N,Y,N,일요일,매일 09:00~21:00,N,N,N,N,,,노적봉,34.78693,126.3846,230.272349,N,N,N,,운영중
6344,지도리치킨북항점,전라남도 목포시,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,운영중
7314,대림반점,전라남도 목포시,16,0,Y,N,N,N,Y,N,연중무휴,매일 11:00~21:00,N,N,Y,N,,,목포 관광특구,34.81188,126.3923,434.629439,N,N,N,,운영중
7315,덕인홍어집,전라남도 목포시,32,0,N,N,N,N,Y,N,월요일,매일 12:00~21:00,N,N,N,N,,,노적봉,34.78693,126.3846,72.505326,N,N,N,,운영중
7316,쑥꿀레,전라남도 목포시,11,44,N,N,N,N,Y,N,,매일 11:00~21:00,N,N,N,N,,http://sukule.co.kr,노적봉,34.78693,126.3846,255.896206,N,N,N,,운영중
7458,초유달횟집,전라남도 목포시,0,0,Y,Y,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,운영중
8870,신안식당,전라남도 목포시,0,0,N,N,N,N,Y,N,,,N,N,N,N,,,노적봉,34.78693,126.3846,219.766759,N,N,N,,운영중
10538,영란횟집,전라남도 목포시,35,32,N,N,N,N,Y,N,,,N,N,N,N,레드테이블,,노적봉,34.78693,126.3846,53.754939,N,N,N,,운영중
10540,명산회참치,전라남도 목포시,0,0,N,N,N,N,Y,N,,,N,N,Y,N,,,갓바위 문화타운,34.79368,126.421,207.316002,N,N,N,,운영중
10541,풍년불고기집,전라남도 목포시,15,64,N,N,N,N,Y,N,,,N,N,N,N,,,노적봉,34.78693,126.3846,176.581359,N,N,N,,운영중
10543,유림,전라남도 목포시,8,32,N,N,N,N,Y,N,,,N,N,N,N,레드테이블,,노적봉,34.78693,126.3846,73.918966,N,N,N,,운영중
10822,야참,전라남도 목포시,32,0,N,Y,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,"생선조림, 닭도리탕",운영중
11110,목원동막창,전라남도 목포시,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,미확인
11515,스마일명품찹쌀꽈배기 연산북항점,전라남도 목포시,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,운영중
11922,리라쌀빵,전라남도 목포시,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,폐업
12231,돌집,전라남도 목포시,21,44,N,N,N,N,Y,N,연중무휴,매일 08:00~20:00,N,N,Y,N,,,노적봉,34.78693,126.3846,155.954402,N,N,N,,운영중
12232,참새방앗간,전라남도 목포시,12,0,N,N,N,N,Y,N,,,N,N,N,N,,,노적봉,34.78693,126.3846,459.571404,N,N,N,,운영중
12697,홍대꼬치피었습니다,전라남도 목포시,34,0,N,Y,N,N,N,N,연중무휴,,N,N,N,N,,,,,,,N,N,N,꼬치구이.소세지,폐업
13168,뽀식이김밥나라,전라남도 목포시,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,미확인
14338,한스델리 목포북항점,전라남도 목포시,80,0,Y,Y,N,N,Y,N,연중무휴,매일 11:00~22:00,N,N,Y,N,,http://www.hansdeli.com/,노을공원,34.80896,126.3658,602.525782,N,Y,Y,,운영중
14339,중화요리현반점,전라남도 목포시,40,0,N,N,N,N,Y,N,,,N,N,N,N,,,,,,,N,N,N,,운영중
15398,불스떡볶이&콩나물철판 목포점,전라남도 목포시,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,폐업
16055,드롭탑평화광장점,전라남도 목포시,170,0,N,Y,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,아메리카노 오자몽에이드 사과유자차,운영중
16551,이호정,전라남도 목포시,0,0,N,N,N,N,Y,N,,매일 11:00~21:00,N,N,Y,N,,,,,,,N,N,N,,운영중
16553,나주곰탕,전라남도 목포시,0,0,N,N,N,N,Y,N,,,N,N,N,N,,,노적봉,34.78693,126.3846,171.42317,N,N,N,,운영중
16770,샤브애,전라남도 목포시,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,미확인
18732,배보네왕족발&보쌈,전라남도 목포시,0,0,N,N,N,N,N,N,연중무휴,,N,N,N,N,,,,,,,N,N,N,족발.보쌈,운영중
18809,떡이야본점,전라남도 목포시,24,0,N,Y,N,N,Y,Y,,매일 07:00~22:00,N,N,Y,N,,"http://caligo40.modoo.at/,http://blog.naver.com/caligo40",장미의거리,34.80222,126.4258,296.914148,N,N,N,,운영중
18811,청해식당,전라남도 목포시,28,80,N,N,N,N,Y,N,,,N,N,N,N,,,노적봉,34.78693,126.3846,130.771436,N,N,N,,운영중
18812,대영한우식육식당,전라남도 목포시,32,20,N,N,N,N,Y,N,,,N,N,N,N,,,목포 관광특구,34.81188,126.3923,811.283692,N,N,N,,운영중
18814,선화식당,전라남도 목포시,0,0,N,N,N,N,Y,N,,,N,N,N,N,,,노적봉,34.78693,126.3846,253.504415,N,N,N,,운영중
21344,장미순대,전라남도 목포시,24,0,N,N,N,N,Y,N,,,N,N,N,N,,,목포 종합수산시장,34.7877803,126.38989,0.003328,N,N,N,,운영중
21345,독천식당,전라남도 목포시,60,31,Y,N,N,N,Y,Y,일요일,"매일 10:30~21:00, 매일 15:00~17:00",N,Y,N,N,레드테이블,http://mliving.kr/2426528/,노적봉,34.78693,126.3846,201.121235,N,N,N,,운영중
21346,태동식당,전라남도 목포시,5,0,N,N,N,N,Y,N,,매일 11:00~20:00,N,N,Y,N,,,노적봉,34.78693,126.3846,87.21163,N,N,N,,운영중
21347,다원한정식,전라남도 목포시,0,0,N,N,N,N,Y,N,,매일 09:30~22:00,N,N,N,N,,http://dawon77.modoo.at/,목포시립도서관,34.80355,126.4031,399.303115,N,N,N,,운영중
21351,연잎향,전라남도 목포시,32,0,N,N,N,N,Y,N,,,N,N,N,N,레드테이블,,노적봉,34.78693,126.3846,85.243004,N,N,N,,운영중
21352,황가네보리밥,전라남도 목포시,0,0,N,N,N,N,Y,N,,매일 11:00~20:00,N,N,N,N,,,노적봉,34.78693,126.3846,90.123646,N,N,N,,운영중
21353,해남꽃게장백반,전라남도 목포시,0,0,N,N,N,N,Y,N,,매일 09:00~14:00,N,N,N,N,,http://blog.naver.com/goska9100,,,,,N,N,N,,운영중
21355,불도야지,전라남도 목포시,36,0,N,N,N,N,Y,N,,,N,N,N,N,,,목포시립도서관,34.80355,126.4031,489.431023,N,N,N,,운영중
21356,케익하우스,전라남도 목포시,0,0,N,N,N,N,Y,N,,,N,N,N,N,,,노적봉,34.78693,126.3846,312.590933,N,N,N,,운영중
23824,문어대교,전라남도 목포시,60,0,N,Y,N,N,N,N,"2, 4주 월요일",,N,N,N,N,,,,,,,N,N,N,"문어숙회,문어튀김,문어제육볶음",미확인
24058,신안아구찜,전라남도 목포시,10,40,N,N,N,N,Y,N,,,N,N,N,N,,http://shinan.cityfood.co.kr/,노적봉,34.78693,126.3846,88.841682,N,N,N,,운영중
26757,1967정남순서울곱창,전라남도 목포시,0,0,Y,Y,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,미확인
27280,목포복집,전라남도 목포시,48,20,N,N,N,N,Y,N,,,N,N,N,N,,,목포시립도서관,34.80355,126.4031,820.173213,N,N,N,,운영중
27281,명성식당,전라남도 목포시,26,16,N,N,N,N,Y,N,일요일,매일 11:00~21:00,N,N,N,N,,,목포 관광특구,34.81188,126.3923,471.927907,N,N,N,,운영중
27283,일억원,전라남도 목포시,2,0,N,N,N,N,Y,N,,,N,N,N,N,,,노적봉,34.78693,126.3846,139.446894,N,N,N,,운영중
27284,왕갈비,전라남도 목포시,0,0,N,N,N,N,Y,N,,,N,N,N,N,,,노적봉,34.78693,126.3846,525.935494,N,N,N,,운영중
27289,일등숯불갈비,전라남도 목포시,24,0,N,N,N,N,Y,N,,,N,N,N,N,,,노적봉,34.78693,126.3846,145.646227,N,N,N,,운영중
27291,1004의쉼터,전라남도 목포시,24,0,N,N,N,N,Y,N,,,N,N,N,N,,,멜라콩다리 비석,34.7939,126.3879,722.315615,N,N,N,,운영중
27611,C&Alvin,전라남도 목포시,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,미확인
29291,주차장휴게소,전라남도 목포시,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,운영중
29338,깻잎칩킨,전라남도 목포시,20,0,N,Y,N,N,N,N,연중무휴,,N,N,N,N,,,,,,,N,N,N,"순살후라이드,양념치킨",운영중
30227,천지수산,전라남도 목포시,84,36,Y,Y,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,"참돔회, 농어회, 광어회",운영중
31630,어채,전라남도 목포시,36,0,N,N,N,N,Y,N,,,N,N,N,N,,,목포 관광특구,34.81188,126.3923,558.457066,N,N,N,,운영중
31635,고향의맛,전라남도 목포시,0,100,N,N,N,N,Y,N,,매일 09:00~21:00,N,N,N,N,,,목포 관광특구,34.81188,126.3923,772.495904,N,N,N,,운영중
31636,유성각,전라남도 목포시,0,0,N,N,N,N,Y,N,,,N,N,Y,N,,,목포 관광특구,34.81188,126.3923,676.560375,N,N,N,,운영중
31637,혜성음식점,전라남도 목포시,0,0,N,N,N,N,Y,N,,,N,N,N,N,,,목포 관광특구,34.81188,126.3923,691.460021,N,N,N,,운영중
31639,영미반점,전라남도 목포시,12,0,N,N,N,N,Y,N,,,N,N,N,N,,,멜라콩다리 비석,34.7939,126.3879,481.913447,N,N,N,,운영중
31640,마메종,전라남도 목포시,44,0,N,N,N,N,Y,N,,,N,N,N,N,,,노적봉,34.78693,126.3846,140.768287,Y,N,N,,운영중
31642,고려삼계탕,전라남도 목포시,16,40,Y,N,N,N,Y,Y,,매일 07:30~21:00,N,N,N,N,,http://www.makeus.net/28191?1953f9d59a42,노적봉,34.78693,126.3846,154.364948,N,N,N,,운영중
33003,신영식육식당,전라남도 목포시,0,36,N,Y,N,N,N,N,첫째.셋째 일요일,,N,N,N,N,,,,,,,N,N,N,생고기.한우구이,폐업
33665,아리랑핫도그떼루와카페,전라남도 목포시,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,미확인
33894,청계수산,전라남도 목포시,68,0,Y,Y,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,"청계낙지한상, 생우럭매운탕, 물회",운영중
34622,참치회포차,전라남도 목포시,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,미확인
35652,인생이야기포차,전라남도 목포시,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,미확인
37031,신푸른바다,전라남도 목포시,44,40,N,N,N,N,Y,N,,,N,N,N,N,,,노적봉,34.78693,126.3846,81.539021,N,N,N,,운영중
37032,서해반점,전라남도 목포시,16,0,N,N,N,N,Y,N,,매일 11:00~19:30,N,N,Y,N,,,목포 해상케이블카,34.79938,126.37,441.728386,N,N,N,,운영중
37033,한가네특장어,전라남도 목포시,28,0,N,N,N,N,Y,N,,,N,N,N,N,,,노을공원,34.80896,126.3658,749.42018,N,N,N,,운영중
37034,옛일송정국가대표,전라남도 목포시,40,0,N,N,N,N,Y,N,,,N,N,N,N,,,목포 관광특구,34.81188,126.3923,643.212474,N,N,N,,운영중
37037,대명춘,전라남도 목포시,28,0,N,N,N,N,Y,N,,,N,N,Y,N,,,노적봉,34.78693,126.3846,96.195514,N,N,N,,운영중
37041,호성순대,전라남도 목포시,0,15,N,N,N,N,Y,N,,,N,N,N,N,,,,,,,N,N,N,,운영중
37042,삼학기사식당,전라남도 목포시,16,0,N,N,N,N,Y,N,,,N,N,N,N,,,목포 국가무형문화재전수교육관,34.79275,126.4159,893.034687,N,N,N,,운영중
37044,삼학기사식당,전라남도 목포시,0,0,N,N,N,N,Y,N,,,N,N,N,N,,,,,,,N,N,N,,운영중
37046,곰집갈비,전라남도 목포시,20,40,N,N,N,N,Y,N,,매일 11:00~22:00,N,N,N,N,레드테이블,,노적봉,34.78693,126.3846,310.289016,N,N,N,,운영중
37047,해제반점,전라남도 목포시,12,28,N,N,N,N,Y,N,,매일 11:30~19:00,N,N,N,N,,,멜라콩다리 비석,34.7939,126.3879,875.342302,N,N,N,,운영중
37048,청명복집,전라남도 목포시,0,0,N,N,N,N,Y,N,,,N,N,N,N,,,목포 관광특구,34.81188,126.3923,759.868522,N,N,N,,운영중
37049,초원음식점,전라남도 목포시,40,24,Y,N,N,N,Y,N,,매일 09:00~21:00,N,N,N,전화예약,,,노적봉,34.78693,126.3846,97.627359,N,N,N,,운영중
37050,페리카나(근화점),전라남도 목포시,10,0,N,N,N,N,Y,N,,,N,N,N,N,,"https://www.pelicana.co.kr,http://www.instagram.com/pelicana1982/,http://www.pelicana.net/,http://www.facebook.com/pelicana1982",목포 관광특구,34.81188,126.3923,576.68483,N,N,N,,운영중
37051,금천,전라남도 목포시,48,20,N,N,N,N,Y,N,,,N,N,N,N,,,목포 관광특구,34.81188,126.3923,777.07889,N,N,N,,운영중
37053,흥부네고기천국,전라남도 목포시,40,32,N,N,N,N,Y,N,,,N,N,N,N,,,목포시립도서관,34.80355,126.4031,700.47485,N,N,N,,운영중
37054,참진죽,전라남도 목포시,18,0,N,N,N,N,Y,N,일요일,매일 10:00~20:00,N,N,Y,N,,,노을공원,34.80896,126.3658,628.117546,N,N,N,,운영중
39515,The바삭,전라남도 목포시,0,0,N,Y,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,폐업
42365,목포식당,전라남도 목포시,0,0,Y,Y,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,운영중
42695,송광회센타,전라남도 목포시,40,0,N,N,N,N,Y,N,,,N,N,N,N,,http://cafe.daum.net/0612446913,노적봉,34.78693,126.3846,167.203089,N,N,N,,운영중
42696,한국소주&맥주,전라남도 목포시,8,16,N,N,N,N,Y,N,,,N,N,N,N,,,목포시립도서관,34.80355,126.4031,917.497866,N,N,N,,운영중
42698,문경꼬리곰탕,전라남도 목포시,26,15,N,N,N,N,Y,N,,,N,N,N,N,,,목포 해상케이블카,34.79938,126.37,443.798637,N,N,N,,운영중
42701,옛사랑옛친구,전라남도 목포시,0,28,N,N,N,N,Y,N,,,N,N,N,N,,,목포시립도서관,34.80355,126.4031,338.383839,N,N,N,,운영중
42709,아구식당,전라남도 목포시,32,32,N,N,N,N,Y,N,,,N,N,N,N,,,노적봉,34.78693,126.3846,85.926062,N,N,N,,운영중
42711,동동계절포차,전라남도 목포시,36,0,N,N,N,N,Y,N,,,N,N,N,N,,,목포 관광특구,34.81188,126.3923,739.21077,N,N,N,,운영중
42713,무지개솥단지,전라남도 목포시,0,48,N,N,N,N,Y,N,,매일 12:00~22:00,N,N,N,N,,,,,,,N,N,N,,운영중
42714,청자횟집,전라남도 목포시,20,0,N,N,N,N,Y,N,,,N,N,N,N,,,노적봉,34.78693,126.3846,119.61918,N,N,N,,운영중
42715,놀부오리탕,전라남도 목포시,32,16,N,N,N,N,Y,N,,매일 11:00~20:00,N,N,N,N,,,갓바위 문화타운,34.79368,126.421,279.591574,N,N,N,,운영중
42716,성빈식육식당,전라남도 목포시,32,0,N,N,N,N,Y,N,,매일 12:00~22:00,N,N,N,N,,,장미의거리,34.80222,126.4258,748.208426,N,N,N,,운영중
42717,포도원회집,전라남도 목포시,9,24,N,N,N,N,Y,N,연중무휴,매일 09:00~22:00,N,N,N,N,레드테이블,http://blog.naver.com/podowon3755,노적봉,34.78693,126.3846,78.18246,N,N,N,,운영중
42719,까투리(일신점),전라남도 목포시,0,0,N,N,N,N,Y,N,,,N,N,N,N,,,,,,,N,N,N,,운영중
42720,화니보쌈,전라남도 목포시,0,0,N,N,N,N,Y,N,,매일 10:00~22:00,N,N,Y,N,,,목포 해상케이블카,34.79938,126.37,637.232427,N,N,N,,운영중
45382,해풍코다리진땡이,전라남도 목포시,0,0,N,Y,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,미확인
46400,공수간 목포북항점,전라남도 목포시,0,0,Y,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,미확인
50017,맥주타임,전라남도 목포시,42,0,N,N,N,N,Y,N,,,N,N,N,N,,,,,,,N,N,N,,운영중
50018,대흥정,전라남도 목포시,16,68,N,N,N,N,Y,N,,,N,N,N,N,,,목포시립도서관,34.80355,126.4031,373.554002,N,N,N,,운영중
50021,푸른솔아구집,전라남도 목포시,40,0,N,N,N,N,Y,N,,,N,N,N,N,레드테이블,,노적봉,34.78693,126.3846,103.040473,N,N,N,,운영중
50022,도날드치킨,전라남도 목포시,20,0,N,N,N,N,Y,N,,,N,N,N,N,,,목포 해상케이블카,34.79938,126.37,397.900178,N,N,N,,운영중
50023,토담집,전라남도 목포시,8,8,N,N,N,N,Y,N,,,N,N,N,N,,,목포 관광특구,34.81188,126.3923,479.839423,N,N,N,,운영중
50025,예덕,전라남도 목포시,0,40,N,N,N,N,Y,N,,,N,N,N,N,,,목포 관광특구,34.81188,126.3923,383.815091,N,N,N,,운영중
50027,나그네식당,전라남도 목포시,32,0,N,N,N,N,Y,N,,매일 12:00~22:00,N,N,N,N,,,멜라콩다리 비석,34.7939,126.3879,655.47285,N,N,N,,운영중
50028,장산,전라남도 목포시,0,0,N,N,N,N,Y,N,,,N,N,N,N,,,,,,,N,N,N,,운영중
50029,모드니에,전라남도 목포시,20,0,N,N,N,N,Y,N,,,N,N,N,N,,,멜라콩다리 비석,34.7939,126.3879,939.805327,N,N,N,,운영중
50033,종가대박집 자유점,전라남도 목포시,100,0,N,N,N,N,Y,N,,,N,N,N,N,,,멜라콩다리 비석,34.7939,126.3879,613.77988,Y,N,N,,운영중
50035,유정식육식당,전라남도 목포시,7,0,N,N,N,N,Y,N,일요일,매일 24:00~22:00,N,N,N,N,,,노적봉,34.78693,126.3846,371.03666,N,N,N,,운영중
50037,오거리춘천닭갈비목포본점,전라남도 목포시,30,0,N,N,N,N,Y,N,,,N,N,N,N,,,노적봉,34.78693,126.3846,99.942179,N,N,N,,운영중
50038,청호식당,전라남도 목포시,0,0,N,N,N,N,Y,N,,,N,N,N,N,,,멜라콩다리 비석,34.7939,126.3879,365.682417,N,N,N,,운영중
50039,영일반점,전라남도 목포시,60,0,N,N,N,N,Y,N,,매일 11:00~20:00,N,N,Y,N,,,목포시립도서관,34.80355,126.4031,633.102699,N,N,N,,운영중
50040,용당반점,전라남도 목포시,0,0,N,N,N,N,Y,N,,매일 11:30~19:30,N,N,N,N,,,목포시립도서관,34.80355,126.4031,595.464427,N,N,N,,운영중
50041,자유공간,전라남도 목포시,6,0,N,N,N,N,Y,N,,,N,N,N,N,,,달성사(목포),34.79051,126.3754,447.306459,N,N,N,,운영중
50045,해남해장국,전라남도 목포시,14,40,N,N,N,N,Y,N,화요일,매일 07:00~22:00,N,N,N,N,,,노적봉,34.78693,126.3846,117.980723,N,N,N,,운영중
50046,칠공주식당,전라남도 목포시,0,16,N,N,N,N,Y,N,,매일 06:00~22:00,N,N,N,N,,,,,,,N,N,N,,운영중
50047,촌닭이두마리,전라남도 목포시,0,18,N,N,N,N,Y,N,,,N,N,Y,N,,,,,,,N,N,N,,운영중
50053,나주추어탕,전라남도 목포시,56,0,N,N,N,N,Y,N,,,N,N,N,N,,,목포 관광특구,34.81188,126.3923,503.643577,N,N,N,,운영중
50055,갯뻘마을,전라남도 목포시,60,48,N,N,N,N,Y,N,연중무휴,매일 09:00~22:00,N,N,N,N,,,갓바위 문화타운,34.79368,126.421,525.639189,N,N,N,,운영중
50105,루안바오 목포점,전라남도 목포시,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,미확인
53614,조마루감자탕,전라남도 목포시,0,98,Y,Y,N,N,N,N,연중무휴,,N,N,N,N,,,,,,,N,N,N,"묵은지감자탕, 등뼈찜 , 해장국",미확인
53734,목포밤바다,전라남도 목포시,0,0,Y,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,폐업
53782,불난술집 목포하당점,전라남도 목포시,0,0,N,Y,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,미확인
54293,얌샘 목포용당점,전라남도 목포시,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,미확인
54323,보부상부대찌개,전라남도 목포시,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,미확인
54642,신오복정,전라남도 목포시,0,48,N,N,N,N,N,N,연중무휴,,N,N,N,N,,,,,,,N,N,N,삼겹살.돼지갈비.갈비탕,운영중
56883,행복식육식당,전라남도 목포시,72,0,Y,Y,N,N,N,N,코로나로 인해 휴무일 없이 계속 영업함.,,N,N,N,N,,,,,,,N,N,N,"삼겹살, 목살, 갈비탕, 한우 한접시",운영중
58090,장터보리밥,전라남도 목포시,0,0,Y,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,미확인
58784,신포우리만두 상동점,전라남도 목포시,40,0,N,Y,N,N,N,N,연중무휴,,N,N,N,N,,,,,,,N,N,N,"고기만두,쫄면,돈까스,햄야채볶음밥",폐업
59062,여인천하,전라남도 목포시,36,0,N,N,N,N,Y,N,,,N,N,N,N,,,목포 해상케이블카,34.79938,126.37,467.634339,N,N,N,,운영중
59064,장어촌,전라남도 목포시,36,48,N,N,N,N,Y,N,,,N,N,N,N,,,노적봉,34.78693,126.3846,131.37423,N,N,N,,운영중
59067,성원식당,전라남도 목포시,8,42,N,N,N,N,Y,N,,,N,N,N,N,,,노적봉,34.78693,126.3846,135.13944,N,N,N,,운영중
59068,경남식당,전라남도 목포시,11,8,N,N,N,N,Y,N,,,N,N,Y,N,,,,,,,N,N,N,,운영중
59070,나무포,전라남도 목포시,64,0,N,N,N,N,Y,N,,매일 09:00~22:00,N,N,N,N,레드테이블,http://www.yescall.com/namupo/,노적봉,34.78693,126.3846,240.851274,N,N,N,,운영중
59071,도날드치킨(초원점),전라남도 목포시,20,0,N,N,N,N,Y,N,,,N,N,N,N,,,갓바위 문화타운,34.79368,126.421,124.785989,N,N,N,,운영중
59072,별미식당,전라남도 목포시,0,0,N,N,N,N,Y,N,,,N,N,N,N,,,노적봉,34.78693,126.3846,218.896299,N,N,N,,운영중
59073,석심회집,전라남도 목포시,0,80,N,N,N,N,Y,N,일요일,매일 10:00~21:30,N,N,N,N,,,목포 관광특구,34.81188,126.3923,511.050464,N,N,N,,운영중
59075,보름달포차,전라남도 목포시,24,0,N,N,N,N,Y,N,,,N,N,N,N,,,장미의거리,34.80222,126.4258,675.454858,N,N,N,,운영중
59078,우리순대국밥,전라남도 목포시,36,0,N,N,N,N,Y,N,,,N,N,N,N,,,목포 관광특구,34.81188,126.3923,751.637848,N,N,N,,운영중
59080,하림맥시칸 산정점,전라남도 목포시,12,0,N,N,N,N,Y,N,,,N,N,Y,N,,http://www.mexican.co.kr/,목포 해상케이블카,34.79938,126.37,575.142426,N,N,N,,운영중
59083,목포참숯불갈비,전라남도 목포시,208,0,Y,Y,N,N,Y,Y,,매일 11:00~22:00,N,N,N,온라인예약,"네이버 , 레드테이블",,노을공원,34.80896,126.3658,612.033136,N,N,N,,운영중
59085,대성설렁탕,전라남도 목포시,44,16,N,N,N,N,Y,N,,매일 10:00~21:30,N,N,N,N,,,장미의거리,34.80222,126.4258,838.180267,N,N,N,,운영중
59090,수복식당,전라남도 목포시,24,20,N,N,N,N,Y,N,,매일 11:30~20:30,N,N,N,N,레드테이블,,노적봉,34.78693,126.3846,365.045076,N,N,N,,운영중
59091,창고식당,전라남도 목포시,0,0,N,N,N,N,Y,N,,,N,N,N,전화예약,,,노을공원,34.80896,126.3658,488.044383,N,N,N,,운영중
59093,우림한방삼계탕,전라남도 목포시,48,16,Y,Y,N,N,Y,N,,매일 11:00~21:30,N,N,N,전화예약,,,목포 관광특구,34.81188,126.3923,116.348228,N,N,N,,운영중
59094,복스짜장짬뽕전문점,전라남도 목포시,0,0,Y,N,N,N,Y,N,일요일,매일 10:30~21:00,N,N,N,전화예약,,,노을공원,34.80896,126.3658,659.45349,N,N,N,,운영중
59097,전주,전라남도 목포시,0,12,N,N,N,N,Y,N,,,N,N,N,N,,,,,,,N,N,N,,운영중
59099,어화둥둥포차,전라남도 목포시,20,0,N,N,N,N,Y,N,,,N,N,N,N,,,,,,,N,N,N,,운영중
59103,장충동왕족발보쌈,전라남도 목포시,20,0,N,N,N,N,Y,N,,,N,N,Y,N,,,목포 해상케이블카,34.79938,126.37,613.512865,N,N,N,,운영중
59104,목포원조무진장꼬리곰탕,전라남도 목포시,0,0,N,N,N,N,Y,N,일요일,매일 10:00~21:30,N,N,N,N,,,목포평화광장,34.79666,126.4338,298.692303,N,N,N,,운영중
