식당(ID),식당명,지역명,입식좌석수,좌식좌석수,주차가능여부,와이파이제공여부,놀이방유무,반려동물입장가능여부,다국어메뉴판제공여부,화장실정보내용,휴무일정보내용,영업시간내용,택배판매유무,배리어프리유무,배달서비스유무,예약방식명,온라인예약정보내용,홈페이지(URL),인근랜드마크명,인근랜드마크위도,인근랜드마크경도,인근랜드마크와거리,키오스크유무,모바일페이먼트유무,스마트오더유무,대표메뉴명,식당상태
1606,피자애 송천점,전라북도 전주시,12,0,Y,Y,N,N,N,N,연중무휴,,N,N,N,N,,,,,,,N,N,N,"불고기피자, 고구마피자",미확인
1681,진미반점,전라북도 전주시,160,10,Y,N,N,N,Y,N,,매일 10:00~21:30,N,N,N,N,레드테이블,,객사길,35.81762,127.1437,126.816576,N,N,N,,운영중
2691,한국식당,전라북도 전주시,28,76,N,N,N,N,Y,N,,매일 11:00~20:00,N,N,N,N,레드테이블,,객사길,35.81762,127.1437,60.032507,N,N,N,,운영중
2999,비공식,전라북도 전주시,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,미확인
3101,PNB풍년제과 본점,전라북도 전주시,0,0,N,N,N,N,Y,N,연중무휴,매일 08:00~22:30,N,N,Y,N,레드테이블,http://pnb본점.com/,객사길,35.81762,127.1437,118.41107,N,N,N,,운영중
3103,가람나주곰탕,전라북도 전주시,52,0,Y,N,N,N,Y,N,화요일,매일 11:00~24:00,N,N,Y,N,레드테이블,,건지산,35.8294,127.1344,893.998932,N,N,N,,운영중
4121,태봉집,전라북도 전주시,40,0,N,N,N,N,Y,N,,,N,N,N,N,레드테이블,,객사길,35.81762,127.1437,201.41046,N,N,N,,운영중
4124,대성회관,전라북도 전주시,36,64,N,N,N,N,Y,N,,매일 09:00~22:00,N,N,N,N,레드테이블,,객사길,35.81762,127.1437,143.393762,N,N,N,,운영중
4465,엘디아,전라북도 전주시,0,0,Y,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,폐업
4995,피자브릭,전라북도 전주시,76,0,Y,Y,Y,N,Y,Y,,"매일 11:00~22:00, 평일 11:00~22:00",N,N,Y,전화예약,레드테이블,http://makeus.net/33350,객사길,35.81762,127.1437,199.282596,N,N,N,,운영중
4997,한미반점,전라북도 전주시,12,24,N,N,N,N,Y,N,,,N,N,N,N,레드테이블,,객사길,35.81762,127.1437,261.993148,N,N,N,,운영중
5127,별란통갈비 앤 치킨,전라북도 전주시,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,미확인
5500,신한양불고기,전라북도 전주시,0,58,N,N,N,N,Y,N,연중무휴,매일 11:00~23:00,N,N,N,N,레드테이블,,객사길,35.81762,127.1437,107.688318,N,N,N,,운영중
5506,양기복집,전라북도 전주시,44,8,N,N,N,N,Y,N,,,N,N,Y,N,레드테이블,,건지산,35.8294,127.1344,138.653366,N,N,N,,운영중
6169,전주밥상,전라북도 전주시,100,0,N,N,N,N,Y,N,,,N,N,N,N,레드테이블,,객사길,35.81762,127.1437,257.189163,N,N,N,,운영중
6170,시장집,전라북도 전주시,30,0,N,N,N,N,Y,N,,매일 16:00~21:00,N,N,N,N,레드테이블,,객사길,35.81762,127.1437,248.639562,N,N,N,,운영중
7238,일품향,전라북도 전주시,44,0,N,N,N,N,Y,N,,매일 11:00~21:00,N,N,Y,N,레드테이블,,객사길,35.81762,127.1437,46.533938,N,N,N,,운영중
7241,전라회관,전라북도 전주시,0,80,N,N,N,N,Y,N,,매일 12:00~21:30,N,N,N,N,레드테이블,,정혜사(전주),35.80426,127.1391,759.149404,N,N,N,,운영중
7242,메르밀 진미집,전라북도 전주시,72,0,Y,N,N,N,Y,Y,연중무휴,매일 10:00~19:30,N,N,Y,N,레드테이블,https://smartstore.naver.com/mjinmi,객사길,35.81762,127.1437,188.577625,N,N,N,,운영중
7243,신한성원,전라북도 전주시,48,0,N,N,N,N,Y,N,일요일,매일 11:00~21:00,N,N,Y,N,레드테이블,,객사길,35.81762,127.1437,606.462849,N,N,N,,운영중
7251,짬뽕명가,전라북도 전주시,0,0,Y,N,N,N,Y,Y,,매일 10:00~21:00,N,N,Y,전화예약,,http://www.odr.kr/mmmwkb,덕진공원,35.8475,127.121,84.835416,N,N,N,,운영중
8381,안티코,전라북도 전주시,40,0,N,Y,N,N,N,N,화요일,,N,N,N,N,,,,,,,N,N,N,"아인슈페너, 복숭아송송 아이스티",운영중
8797,성미당,전라북도 전주시,0,140,Y,Y,N,N,Y,Y,월요일,,N,N,Y,N,레드테이블,http://seongmidang.modoo.at/,객사길,35.81762,127.1437,103.238449,N,N,N,,운영중
8798,꼬꼬영양통닭,전라북도 전주시,12,0,N,N,N,N,Y,N,일요일,,N,N,Y,N,레드테이블,,객사길,35.81762,127.1437,123.784749,N,N,N,,운영중
8799,또순이네집,전라북도 전주시,8,40,N,N,N,N,Y,N,,매일 10:00~24:00,N,N,N,N,레드테이블,,객사길,35.81762,127.1437,167.954493,N,N,N,,운영중
8800,신시골집,전라북도 전주시,60,0,N,N,N,N,Y,N,,,N,N,N,N,레드테이블,,건지산,35.8294,127.1344,551.057202,N,N,N,,운영중
8805,덕천식당,전라북도 전주시,30,12,N,N,N,N,Y,N,일요일,매일 07:30~20:30,N,N,N,N,레드테이블,,조경단,35.84538,127.1207,693.636375,N,N,N,,운영중
9727,더플라잉팬,전라북도 전주시,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,미확인
9983,참치라이더 전주도청점,전라북도 전주시,64,0,Y,Y,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,"참차한마리, 눈다랑어통모리, 뱃살시리즈한판",폐업
10433,"또와, 롱",전라북도 전주시,6,0,N,Y,N,N,N,N,"일요일, 추석, 설날",,N,N,N,N,,,,,,,N,N,N,"돼지바 마카롱, 솔티 카라멜 마카롱, 티라미수 마카롱",운영중
10451,전주초밥,전라북도 전주시,0,0,Y,N,N,N,Y,N,연중무휴,평일 11:30~22:30,N,N,N,전화예약,,,객사길,35.81762,127.1437,82.638275,N,N,N,,운영중
10455,반야돌솥밥,전라북도 전주시,100,100,Y,N,N,N,Y,Y,,매일 10:30~21:00,N,Y,Y,전화예약,레드테이블,,전북도청도서관,35.82033,127.1088,604.262866,N,N,N,,운영중
10509,과일정원,전라북도 전주시,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,운영중
10583,커피꽃,전라북도 전주시,18,0,N,Y,N,N,N,N,월요일,,N,N,N,N,,,,,,,N,N,N,"아메리카노, 카페라떼, 카푸치노, 더치커피",운영중
11831,자연애,전라북도 전주시,22,0,Y,Y,N,N,N,N,연중무휴,,N,N,N,N,,,,,,,N,N,N,삼계탕,미확인
12144,계수나무,전라북도 전주시,28,24,Y,N,N,N,Y,N,화요일,매일 09:00~20:00,N,N,Y,전화예약,레드테이블,,객사길,35.81762,127.1437,44.095729,Y,N,N,,운영중
12147,동보성,전라북도 전주시,16,24,N,N,N,Y,Y,N,,,N,N,Y,N,레드테이블,,경기전,35.81624,127.1494,67.285906,N,N,N,,운영중
12985,세븐테라스,전라북도 전주시,0,0,Y,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,운영중
14261,동창갈비,전라북도 전주시,60,20,Y,Y,N,N,Y,Y,,매일 11:30~22:00,N,N,N,전화예약,레드테이블,,객사길,35.81762,127.1437,252.511545,N,N,N,,운영중
14420,수쿠수쿠샤브와족발,전라북도 전주시,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,폐업
16469,효자문,전라북도 전주시,64,0,Y,N,N,N,Y,Y,월요일,평일 10:30~21:00,N,N,N,전화예약,레드테이블,http://blog.naver.com/hyojamun/,객사길,35.81762,127.1437,231.069422,N,N,N,,운영중
17323,김다임육쪽마늘빵,전라북도 전주시,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,미확인
19674,익소,전라북도 전주시,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,폐업
21162,미스터면장 전주점,전라북도 전주시,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,운영중
21263,카페서로,전라북도 전주시,44,0,N,Y,N,N,Y,Y,,,N,N,N,N,레드테이블,,약수암(전주),35.84509,127.1584,757.171714,N,N,N,,운영중
21264,원일옥,전라북도 전주시,42,0,N,N,N,N,Y,N,,,N,N,N,N,레드테이블,,건지산,35.8294,127.1344,197.297791,N,N,N,,운영중
22506,평규술집전북대점,전라북도 전주시,162,0,N,Y,N,N,N,N,연중무휴,,N,N,N,N,,,,,,,N,N,N,"퐁듀, 돼지 김치찌개",운영중
23947,풍남문한우촌,전라북도 전주시,64,56,Y,N,N,N,Y,N,,평일 10:00~22:00,N,N,Y,전화예약,레드테이블,http://www.annae114.kr/0632886020/,객사길,35.81762,127.1437,84.19837,N,N,N,,운영중
23953,다래옥,전라북도 전주시,0,0,N,N,N,N,Y,N,,매일 11:00~22:00,N,N,N,N,레드테이블,,약수암(전주),35.84509,127.1584,507.453836,N,N,N,,운영중
23955,현대옥 덕진광장점,전라북도 전주시,56,12,N,N,N,N,Y,N,,매일 00:00~24:00,N,N,Y,N,레드테이블,http://www.hyundaiok.com/,덕진공원,35.8475,127.121,317.375405,N,N,N,,운영중
24075,본죽&비빔밥cafe 전북대점,전라북도 전주시,28,0,Y,Y,N,N,N,N,일요일,,N,N,N,N,,,,,,,N,N,N,"죽, 비빔밥, 뚝배기",미확인
25230,어쭈구리왕문어,전라북도 전주시,0,0,N,Y,N,N,N,N,일요일,,N,N,N,N,,,,,,,N,N,N,"왕문어, 숏다리",운영중
27154,팔공티 전북대점,전라북도 전주시,0,0,N,Y,N,N,Y,N,,"평일 09:00~22:00, 토요일 10:00~22:00",N,N,Y,전화예약,레드테이블,"http://www.palgongtea.co.kr/,https://blog.naver.com/palgongtea_official,https://www.facebook.com/Palgongtea.official,https://www.instagram.com/palgongtea.official/",덕진공원,35.8475,127.121,495.96197,Y,Y,Y,,운영중
27155,땡땡이상추튀김,전라북도 전주시,48,0,N,N,N,N,Y,N,일요일,매일 00:00~24:00,N,N,Y,N,레드테이블,,덕진공원,35.8475,127.121,480.28769,N,N,N,,운영중
28267,디에떼에스프레소 전주송천2호점,전라북도 전주시,36,0,Y,Y,N,N,N,N,연중무휴,,N,N,N,N,,,,,,,N,N,N,,미확인
28690,미미마라,전라북도 전주시,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,미확인
28775,수타5900,전라북도 전주시,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,운영중
28981,꺼구리시장통닭 효자점,전라북도 전주시,6,0,Y,Y,N,N,N,N,"매주 월요일
추석 설날 당일",,N,N,N,N,,,,,,,N,N,N,"카레시장통닭, 순살 카레시장통닭",운영중
30114,땡초김밥,전라북도 전주시,8,0,Y,N,N,N,N,N,일요일,,N,N,N,N,,,,,,,N,N,N,"땡초김밥, 오뎅김밥, 땡초라면, 일미김밥, 즉석떡볶이",운영중
31464,호성횟집,전라북도 전주시,28,32,N,N,N,N,Y,N,,,N,N,N,N,레드테이블,,객사길,35.81762,127.1437,95.020727,N,N,N,,운영중
31466,만성한정식,전라북도 전주시,50,14,Y,N,N,Y,Y,Y,,매일 09:30~21:30,N,N,N,전화예약,레드테이블,,전북도청도서관,35.82033,127.1088,669.144313,N,N,N,,운영중
31474,평양면옥,전라북도 전주시,160,0,Y,N,N,N,Y,Y,연중무휴,매일 10:30~22:00,N,N,N,전화예약,레드테이블,,오송제,35.85935,127.1255,311.048728,N,N,N,,운영중
31477,한가족 전북대점,전라북도 전주시,28,0,N,N,N,N,Y,N,,,N,N,Y,N,레드테이블,,덕진공원,35.8475,127.121,509.84918,N,N,N,,운영중
31722,삼삼가맥,전라북도 전주시,0,0,Y,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,운영중
32004,보리 먹은 한우,전라북도 전주시,56,0,Y,Y,N,N,N,N,연중무휴,,N,N,N,N,,,,,,,N,N,N,,미확인
32799,카페플리츠,전라북도 전주시,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,미확인
34218,그린가맥,전라북도 전주시,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,미확인
34443,9413,전라북도 전주시,50,0,Y,Y,N,N,N,N,3주 월요일,,N,N,N,N,,,,,,,N,N,N,"필라프,로제파스타,팬스테이크,데이트,레스토랑",미확인
34730,홍춘천치즈닭갈비 송천1점,전라북도 전주시,28,0,N,Y,N,N,N,N,"첫째주 화요일 휴무
그 외 휴일x",,N,N,N,N,,,,,,,N,N,N,"닭갈비, 치즈닭갈비",운영중
36821,멕시칸치킨호프 서신점,전라북도 전주시,16,0,N,N,N,N,Y,N,,,N,N,Y,N,레드테이블,,건지산,35.8294,127.1344,922.574995,N,N,N,,운영중
36822,연기나는마을효자점,전라북도 전주시,56,0,N,Y,N,N,Y,Y,일요일,"매일 11:00~14:00, 매일 17:00~22:00",N,N,N,전화예약,레드테이블,"http://blog.naver.com/yeongi_village,http://instagram.com/yeongi_village",,,,,N,N,N,,운영중
36827,왕십리곱창서신점,전라북도 전주시,16,30,N,N,N,N,Y,N,,매일 16:00~00:00,N,N,Y,N,레드테이블,http://www.bedal114.co.kr/138621,전북도청도서관,35.82033,127.1088,870.621424,N,N,N,,운영중
36832,시골밥상,전라북도 전주시,0,24,N,N,N,N,Y,N,,,N,N,N,N,레드테이블,,객사길,35.81762,127.1437,337.905445,N,N,N,,운영중
36838,뚜레쥬르 전주효자1가점,전라북도 전주시,0,0,N,N,N,N,Y,N,연중무휴,매일 08:00~22:00,N,N,N,N,,http://www.tlj.co.kr/,다가공원,35.8122,127.1198,981.45407,N,N,N,,운영중
36844,모두랑 전북대점,전라북도 전주시,68,0,N,N,N,N,Y,N,,매일 10:00~21:00,N,N,Y,N,레드테이블,,덕진공원,35.8475,127.121,534.352737,N,N,N,,운영중
36851,금암피순대,전라북도 전주시,76,0,N,N,N,N,Y,N,연중무휴,매일 11:00~21:00,N,N,N,N,레드테이블,,전북대학교 박물관,35.84626,127.132,870.382431,N,N,N,,운영중
40098,깐깐한족발신시가지점,전라북도 전주시,60,0,N,Y,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,"참숯구이족발, 반반족발",운영중
41506,신본참치,전라북도 전주시,0,80,Y,Y,N,N,N,N,"일요일
",,N,N,N,N,,,,,,,N,N,N,"참치, 초밥",운영중
42486,종로회관,전라북도 전주시,560,0,Y,Y,N,N,Y,Y,,매일 09:30~21:30,N,N,Y,N,레드테이블,http://종로회관.닷컴,객사길,35.81762,127.1437,96.074168,N,N,N,,운영중
42489,장수원,전라북도 전주시,56,0,N,N,N,N,Y,N,,매일 11:00~21:00,N,N,N,N,레드테이블,,다가공원,35.8122,127.1198,691.831927,N,N,N,,운영중
42496,육일식당,전라북도 전주시,120,0,Y,Y,Y,N,Y,Y,,매일 10:00~22:00,N,N,N,N,레드테이블,,,,,,N,N,N,,운영중
42500,w마라시대,전라북도 전주시,0,0,N,N,N,N,Y,N,일요일,매일 11:00~21:00,N,N,Y,N,레드테이블,,전주대학교 박물관,35.81416,127.0901,465.579829,N,N,N,,운영중
42501,연성국밥 전주대점,전라북도 전주시,36,0,N,N,N,N,Y,N,,,N,N,Y,N,레드테이블,,전주대학교 박물관,35.81416,127.0901,353.796833,N,N,N,,운영중
42513,순창장군목다슬기,전라북도 전주시,60,0,N,N,N,N,Y,N,,매일 10:00~21:00,N,N,N,N,레드테이블,,약수암(전주),35.84509,127.1584,616.082812,N,N,N,,운영중
42521,네커피,전라북도 전주시,13,0,N,N,N,N,Y,N,,"평일 08:30~21:30, 공휴일 09:30~20:00",N,N,N,N,레드테이블,,전북대학교 박물관,35.84626,127.132,619.845331,N,N,N,,운영중
42522,맥주천국 비어원,전라북도 전주시,64,0,N,N,N,N,Y,N,,,N,N,N,N,레드테이블,,전북대학교 박물관,35.84626,127.132,876.312572,N,N,N,,운영중
42524,파리바게뜨 전주터미널점,전라북도 전주시,8,0,N,Y,N,N,Y,Y,연중무휴,매일 07:00~23:00,N,N,Y,N,레드테이블,,건지산,35.8294,127.1344,579.4364,N,N,N,,운영중
43032,뫔컬러카페,전라북도 전주시,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,미확인
46473,닭갈비제작소 전주효자점,전라북도 전주시,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,미확인
48928,BBQ 전주신도시점,전라북도 전주시,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,미확인
48967,루시가토효자몰점,전라북도 전주시,0,0,Y,Y,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,"마카롱, 젤리, 캔디",미확인
49554,caffe THERA 카페 테라,,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,미확인
49716,연지본관,전라북도 전주시,68,0,N,N,N,N,Y,N,연중무휴,매일 09:00~22:00,N,N,N,N,레드테이블,,객사길,35.81762,127.1437,150.608612,N,N,N,,운영중
49718,장가네 왕족발,전라북도 전주시,24,16,N,N,N,N,Y,N,화요일,매일 11:00~22:00,N,N,N,N,레드테이블,,객사길,35.81762,127.1437,85.419521,N,N,N,,운영중
49724,경아분식,전라북도 전주시,18,8,N,N,N,N,Y,N,일요일,"매일 08:30~19:00, 토요일 08:30~19:00",N,N,N,N,레드테이블,,객사길,35.81762,127.1437,316.396007,N,N,N,,운영중
49727,미쁘다,전라북도 전주시,0,0,N,Y,N,N,Y,N,,매일 11:00~23:00,N,N,Y,N,레드테이블,https://www.instagram.com/cafe_mippeuda_,객사길,35.81762,127.1437,446.607532,N,N,N,,운영중
49733,김미경부대찌개오리주물럭,전라북도 전주시,40,40,N,N,N,N,Y,N,,,N,N,N,N,레드테이블,,,,,,N,N,N,,운영중
49740,전주대 한끼마을,전라북도 전주시,0,0,N,Y,N,N,Y,N,,매일 09:30~21:00,N,N,Y,전화예약,레드테이블,,전주대학교 박물관,35.81416,127.0901,324.01452,Y,N,N,,운영중
49755,우성정,전라북도 전주시,76,24,N,N,N,N,Y,N,일요일,매일 12:00~21:00,N,N,N,N,레드테이블,,건지산,35.8294,127.1344,137.482849,N,N,N,,운영중
49765,오늘과오늘사이,전라북도 전주시,44,0,N,Y,N,N,Y,N,,매일 12:00~22:00,N,N,N,N,레드테이블,https://www.instagram.com/today_between_today,조경단,35.84538,127.1207,626.240029,N,N,N,,운영중
49767,금암소바,전라북도 전주시,84,0,Y,N,N,N,Y,Y,화요일,매일 11:00~20:00,N,N,Y,N,레드테이블,,전북대학교 박물관,35.84626,127.132,862.36997,N,N,N,,운영중
51209,59피자 59쌀피자 전주송천1호점,전라북도 전주시,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,미확인
52848,카페스타치오,전라북도 전주시,0,0,Y,Y,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,운영중
54188,우리술 오늘,,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,폐업
57722,Angel-in-us 엔제리너스 전북대점,전라북도 전주시,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,운영중
58654,초장집,전라북도 전주시,32,8,N,Y,N,N,Y,Y,,매일 17:00~02:00,N,N,N,N,레드테이블,,객사길,35.81762,127.1437,362.20954,N,N,N,,운영중
58658,근영목우촌숯불갈비,전라북도 전주시,44,48,Y,N,N,N,Y,Y,연중무휴,매일 06:00~22:00,N,N,N,전화예약,레드테이블,,다가공원,35.8122,127.1198,651.725588,N,N,N,,운영중
58659,춘향회관,전라북도 전주시,102,0,N,N,N,N,Y,N,,,N,N,Y,N,레드테이블,,다가공원,35.8122,127.1198,358.960159,N,N,N,,운영중
58661,완산성순대국 삼천점,전라북도 전주시,16,0,N,N,N,N,Y,N,,매일 11:00~23:00,N,N,Y,N,레드테이블,,,,,,N,N,N,,운영중
58666,김가네닭발꼼장어,전라북도 전주시,32,16,N,N,N,N,Y,N,일요일,매일 17:00~04:00,N,N,N,N,레드테이블,,,,,,N,N,N,,운영중
58668,래래반점,전라북도 전주시,0,0,N,N,N,N,Y,Y,일요일,매일 10:30~21:30,N,N,Y,전화예약,레드테이블,http://dangoljip.com/_Store/?code=211,,,,,N,N,N,,운영중
58669,히스커피,전라북도 전주시,44,0,N,N,N,Y,Y,N,,"평일 10:30~23:00, 토요일 10:30~23:00",N,N,N,N,레드테이블,,,,,,N,N,N,,운영중
58670,웅이네분식,전라북도 전주시,18,0,N,N,N,N,Y,N,화요일,매일 11:00~20:00,N,N,N,N,레드테이블,http://instagram.com/ungine7379/,,,,,N,N,N,,운영중
58673,연와미당,전라북도 전주시,184,0,Y,N,N,N,Y,Y,,매일 11:00~21:30,N,N,Y,전화예약,레드테이블,http://yeonwamidang.com/,다가공원,35.8122,127.1198,948.415885,N,N,N,,운영중
58674,서호 순대촌,전라북도 전주시,36,0,Y,N,N,N,Y,N,,매일 09:00~21:00,N,N,N,N,레드테이블,http://itvplus.co.kr/home4/seoho/,,,,,N,N,N,,운영중
58676,서도분식,전라북도 전주시,50,50,N,N,N,N,Y,N,화요일,,N,N,Y,N,레드테이블,,다가공원,35.8122,127.1198,896.646725,N,N,N,,운영중
58679,돼지잔치,전라북도 전주시,64,40,N,N,N,Y,Y,N,,매일 10:30~21:30,N,N,N,N,레드테이블,,정혜사(전주),35.80426,127.1391,931.702766,N,N,N,,운영중
58681,보배원,전라북도 전주시,160,0,N,N,N,N,Y,N,,매일 11:30~22:00,N,N,Y,N,레드테이블,,다가공원,35.8122,127.1198,579.290763,N,N,N,,운영중
58686,투썸플레이스전주CGV중앙점,전라북도 전주시,72,0,N,N,N,N,Y,N,,,N,N,Y,N,레드테이블,,객사길,35.81762,127.1437,336.648238,N,N,N,,운영중
58699,만계치킨,전라북도 전주시,0,0,N,N,N,N,Y,Y,,매일 16:00~05:00,N,N,Y,전화예약,레드테이블,,덕진공원,35.8475,127.121,543.568907,N,Y,Y,,운영중
58705,봉이설렁탕,전라북도 전주시,60,0,N,N,N,N,Y,N,일요일,매일 09:30~20:30,N,N,N,N,레드테이블,,전북대학교 박물관,35.84626,127.132,654.83581,N,N,N,,운영중
60125,Cafe YENA,전라북도 전주시,0,0,Y,Y,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,미확인
60205,RIUOOM 2nd,전라북도 전주시,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,폐업
61599,테이크아웃치킨&오븐,전라북도 전주시,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,미확인
61812,슈퍼떡볶킹,전라북도 전주시,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,미확인
62358,호맥,전라북도 전주시,0,0,Y,Y,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,미확인
64855,그랑삐아또 중화산본점,전라북도 전주시,132,0,Y,N,N,N,N,N,"월요일
추석, 설날 명절 당일",,N,N,N,N,,,,,,,N,N,N,"화덕피자,이탈리안레스토랑,크림파스타",운영중
67643,족발예찬 송천동본점,전라북도 전주시,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,운영중
68734,이태리부대찌개 서곡점,전라북도 전주시,48,0,Y,Y,N,N,N,N,일요일,,N,N,N,N,,,,,,,N,N,N,,운영중
69044,왱이,전라북도 전주시,170,0,Y,N,N,N,Y,Y,연중무휴,매일 06:00~20:30,N,N,N,N,레드테이블,,객사길,35.81762,127.1437,55.092827,N,N,N,,운영중
69045,풍전콩나물국밥,전라북도 전주시,92,0,N,N,N,N,Y,N,연중무휴,매일 00:00~24:00,N,N,N,N,레드테이블,http://cityfood.co.kr/h9/pungjeon,객사길,35.81762,127.1437,127.635824,N,N,N,,운영중
69053,청학동버섯전골,전라북도 전주시,230,20,Y,N,N,N,Y,Y,,매일 11:00~21:30,N,N,Y,N,레드테이블,"https://blog.naver.com/soonyi2010,http://www.instagram.com/mushroom_food_,https://cheonghak.modoo.at",다가공원,35.8122,127.1198,817.406954,N,N,N,,운영중
69067,즐겨찾기,전라북도 전주시,40,0,N,Y,N,N,Y,Y,일요일,매일 16:30~01:00,N,N,N,전화예약,레드테이블,https://blog.naver.com/jeonjubookmark,,,,,N,N,N,,운영중
69071,박가네해물칼국수,전라북도 전주시,36,24,N,N,N,N,Y,N,월요일,매일 11:30~21:00,N,N,N,N,레드테이블,,,,,,N,N,N,,운영중
69072,해태피순대,전라북도 전주시,8,16,N,N,N,N,Y,N,일요일,평일 11:00~21:00,N,N,N,N,레드테이블,,,,,,N,N,N,,운영중
69084,팔공티전주대점,전라북도 전주시,0,0,N,N,N,N,Y,N,,"평일 09:00~22:00, 주말 10:00~22:00",N,N,Y,N,레드테이블,"http://www.palgongtea.co.kr/,https://blog.naver.com/palgongtea_official,https://www.facebook.com/Palgongtea.official,https://www.instagram.com/palgongtea.official/",전주대학교 박물관,35.81416,127.0901,370.295448,Y,N,N,,운영중
69085,진미진미,전라북도 전주시,44,0,N,N,N,N,Y,N,,,N,N,N,N,레드테이블,,전주대학교 박물관,35.81416,127.0901,370.753112,N,N,N,,운영중
69088,다사랑치킨피자 중앙점,전라북도 전주시,0,0,N,Y,N,N,Y,Y,,매일 13:00~01:00,N,N,N,전화예약,,,객사길,35.81762,127.1437,74.535662,N,N,N,,운영중
69098,명품짬뽕 송천점,전라북도 전주시,50,30,N,N,N,N,Y,N,,매일 11:00~20:30,N,N,Y,N,레드테이블,,,,,,N,N,N,,운영중
69105,전주칼국수,전라북도 전주시,0,60,N,N,N,N,Y,N,일요일,매일 11:00~20:30,N,N,N,N,레드테이블,http://jeonjukalguksu.modoo.at/,건지산,35.8294,127.1344,293.605081,N,N,N,,운영중
69107,전주콩각시굴신랑,전라북도 전주시,70,0,N,N,N,N,Y,N,,,N,N,N,N,레드테이블,,건지산,35.8294,127.1344,295.327896,N,N,N,,운영중
69108,해브어굿테이블,전라북도 전주시,44,0,N,Y,N,N,Y,N,,"평일 18:00~02:00, 토요일 18:00~02:00",N,N,N,N,레드테이블,,덕진공원,35.8475,127.121,551.275621,N,N,N,,운영중
69110,만선회센타,전라북도 전주시,20,20,N,N,N,N,Y,N,,,N,N,N,N,레드테이블,,덕진공원,35.8475,127.121,647.080565,N,N,N,,운영중
69111,부대통령뚝배기 전북대점,전라북도 전주시,28,0,N,N,N,N,Y,N,,,N,N,N,N,레드테이블,http://budae4800.com/,덕진공원,35.8475,127.121,389.483352,N,N,N,,운영중
69112,행복한식탁,전라북도 전주시,50,0,N,N,N,N,Y,N,,,N,N,N,N,레드테이블,,덕진공원,35.8475,127.121,126.430505,N,N,N,,운영중
69114,청년다방 전북대점,전라북도 전주시,36,0,N,N,N,N,Y,N,,매일 11:00~22:00,N,N,Y,N,레드테이블,,덕진공원,35.8475,127.121,518.683747,N,N,N,,운영중
69115,주인의주방 전북대점,전라북도 전주시,60,0,N,Y,N,N,Y,N,,매일 17:00~02:00,N,N,N,전화예약,레드테이블,http://www.instagram.com/joojoo_jbnu,덕진공원,35.8475,127.121,554.29745,N,N,N,,운영중
69118,팔팔호프전북대점,전라북도 전주시,0,0,N,Y,N,N,Y,Y,,매일 17:00~05:00,N,N,N,전화예약,레드테이블,,덕진공원,35.8475,127.121,511.033324,N,N,N,,운영중
69119,엘베강전북대점,전라북도 전주시,34,0,N,N,N,N,Y,N,,매일 17:00~03:00,N,N,N,N,레드테이블,,덕진공원,35.8475,127.121,562.690989,N,N,N,,운영중
69120,카페 프로바이더,전라북도 전주시,76,0,N,Y,N,N,Y,Y,,매일 09:00~22:30,N,N,N,전화예약,레드테이블,,덕진공원,35.8475,127.121,569.125037,N,N,N,,운영중
